car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_cat,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
Lamborghini Diablo VT 6.0L V12 - [2000],543,7100,457,5500,3.9,5992,5,365.6,208,334,334.1,2000,2000s,Lamborghini,1.625261898,281.1854512
Jaguar XJ R-S 6.0 V12 - [1989],314,5250,362,3750,NA,5993,5,365.7,160,257,174.4,1989,1980s,Jaguar,1.800458716,201.0598726
Ferrari Enzo 6.0 V12 - [2002],650,7800,485,5500,3.5,5998,5,366,217,349,476.1,2002,2000s,Ferrari,1.365259399,355.2438462
Bentley Continental GT Speed 6.0 W12 - [2014],626,6000,605,1700,4,5998,5,366,206,331,269.8,2014,2010s,Bentley,2.320237213,260.7492013
Maserati MC12 6.0 V12 - [2004],621,7500,481,5500,3.8,5998,5,366,205,329,429.7,2004,2000s,Maserati,1.445194322,332.8272142
Bentley Continental SuperSports Flying Star - [2010],621,6000,590,1700,3.8,5998,5,366,204,328,270.5,2010,2010s,Bentley,2.295748614,256.9967794
Bentley Continental SuperSports 6.0 W12 - [2009],621,6000,590,1700,3.8,5998,5,366,204,328,277.2,2009,2000s,Bentley,2.24025974,263.3623188
Bentley Continental GT Speed - [2012],616,6000,590,2000,4,5998,5,366,205,329,265.5,2012,2010s,Bentley,2.320150659,254.2938312
Bentley Continental GT Speed Convertible 6.0 W12 - [2013],616,6000,590,2000,4.1,5998,5,366,202,325,246.8,2013,2010s,Bentley,2.495948136,236.3831169
Bentley Continental GTC Speed - [2009],602,6000,553,1750,4.5,5998,5,366,200,321,242.2,2009,2000s,Bentley,2.485549133,222.4860465
Bentley Continental Flying Spur Speed 6.0 W12 - [2008],602,6000,553,1750,4.5,5998,5,366,200,321,243.2,2008,2000s,Bentley,2.475328947,223.4046512
Bentley Continental GT Speed 2d Auto - [2007],600,6000,553,1750,4.3,5998,5,366,202,325,255.3,2007,2000s,Bentley,2.350176263,235.3015
Bentley Continental GTZ Zagato 6.0 W12 2d - [2008],600,6000,553,1750,4.5,5998,5,366,203,326,266.6,2008,2000s,Bentley,2.250562641,245.7163333
Bentley Continental GT 6.0 2d W12 - [2003],552,6100,479,1600,4.7,5998,5,366,198,318,231.4,2003,2000s,Bentley,2.385479689,200.7981884
Bentley Continental GTC 6.0 W12 Cabrio - [2005],552,6100,479,1600,4.7,5998,5,366,195,313,221.2,2005,2000s,Bentley,2.495479204,191.9471014
Bentley Continental Flying Spur 6.0 W12 - [2005],552,6100,479,1600,NA,5998,5,366,194,312,223,2005,2000s,Bentley,2.475336323,193.509058
Volkswagen(VW) Touareg 6.0 W12 Sport - [2004],444,6000,443,3300,NA,5998,5,366,155,249,174.6,2004,2000s,Volkswagen(VW),2.542955326,174.2067568
Volkswagen(VW) Phaeton 6.0 W12 - [2005],420,6000,406,3000,NA,5998,5,366,155,249,170.1,2005,2000s,Volkswagen(VW),2.469135802,164.43
Ferrari SA Aperta Pininfarina 6.0 V12 - [2011],670,8250,457,6500,3.2,5999,5,366,208,334,392.9,2011,2010s,Ferrari,1.705268516,267.9929851
Ferrari 599 GTO - [2010],661,8250,457,6500,3.3,5999,5,366,208,334,411.8,2010,2010s,Ferrari,1.60514813,284.7089259
Ferrari 599 GTB Fiorano - [2006],611,7600,448,5600,3.5,5999,5,366,205,329,361.9,2006,2000s,Ferrari,1.688311688,265.3538462
Chrysler 300 6.1 SRT-8 - [2004],425,6000,420,4800,NA,6059,6,369.7,165,265,216.2,2004,2000s,Chrysler,1.965772433,213.6564706
Dodge Charger 6.1 SRT8 - [2008],425,6200,420,4800,NA,6059,6,369.7,173,278,219.2,2008,2000s,Dodge,1.938868613,216.6211765
McLaren F1 6.0 V12 - [1994],627,7400,480,5600,3.2,6064,6,370,240,386,550,1994,1990s,McLaren,1.14,421.0526316
Hennessey Venom GT - [2010],1030,6500,972,4200,2.5,6162,6,376,260,418,844.2,2010,2010s,Hennessey,1.220090026,796.6625243
Chevrolet Corvette C6 ZR1 - [2007],638,6500,604,3800,3.4,6162,6,376,205,329,423,2007,2000s,Chevrolet,1.508274232,400.4576803
Chevrolet Corvette C6 ZR1 6.2 V8 - [2009],638,6500,606,3800,3.8,6162,6,376,205,329,416.9,2009,2000s,Chevrolet,1.530343008,395.9896552
Chevrolet Camaro ZL1 6.2L V8 - [2011],580,6100,556,3800,4,6162,6,376,184,296,305.2,2011,2010s,Chevrolet,1.900393185,292.5710345
Vauxhall-Opel VXR8 GTS 6.2 V8 - [2013],576,6150,550,3850,4.1,6162,6,376,155,249,306.2,2013,2010s,Vauxhall-Opel,1.881123449,292.3784722
Cadillac CTS -V 6.2 V8 Auto - [2009],556,6100,551,3800,4.1,6162,6,376,175,281,285.7,2009,2000s,Cadillac,1.946097305,283.1307554
Chevrolet Corvette 6.2 V8 2d - [2007],436,5900,428,4600,4,6162,6,376,190,305,291.4,2007,2000s,Chevrolet,1.49622512,286.053211
Chevrolet Camaro SS 6.2 V8 - [2008],431,5900,420,4600,NA,6162,6,376,155,249,246.1,2008,2000s,Chevrolet,1.751320601,239.8190255
Vauxhall-Opel VXR8 Tourer 6.2 V8 - [2013],425,6000,406,4600,NA,6162,6,376,155,249,214.6,2013,2010s,Vauxhall-Opel,1.980428705,205.0061176
Chevrolet SS 6.2 V8 - [2014],415,5900,415,4600,NA,6162,6,376,155,249,255.8,2014,2010s,Chevrolet,1.62236122,255.8
Pontiac G8 GXP 6.2 V8 - [2008],402,6000,402,4400,4.7,6162,6,376,155,249,220.2,2008,2000s,Pontiac,1.825613079,220.2
Lamborghini Murcielago 6.2 V12 - [2001],571,7500,479,5400,3.6,6192,6,377.8,205,329,346,2001,2000s,Lamborghini,1.650289017,290.2521891
Mercedes SLS AMG Black Series 6.2 V8 - [2012],622,7400,468,5500,3.6,6208,6,378.8,196,315,401.2,2012,2010s,Mercedes,1.550348953,301.8675241
Mercedes SLS AMG GT 6.2 V8 - [2012],583,6800,479,4750,3.7,6208,6,378.8,199,320,359.8,2012,2010s,Mercedes,1.620344636,295.6161235
Mercedes SLS AMG Roadster GT - [2012],583,6800,479,4750,3.7,6208,6,378.8,199,320,336,2012,2010s,Mercedes,1.735119048,276.0617496
Mercedes SLS 6.2 V8 AMG Coupe DCT-7 - [2009],563,6800,479,4750,3.9,6208,6,378.8,197,317,347.5,2009,2000s,Mercedes,1.620143885,295.6527531
Mercedes S Class 63 AMG - [2006],518,6800,465,5200,4.5,6208,6,378.8,155,249,250.2,2006,2000s,Mercedes,2.070343725,224.6003861
Mercedes SL Class 63 AMG V8 R230 - [2008],518,6800,465,5200,4.5,6208,6,378.8,155,249,262.9,2008,2000s,Mercedes,1.970330924,236.0009653
Mercedes S Class 63 L AMG - [2009],518,6800,465,5200,4.5,6208,6,378.8,155,249,242,2009,2000s,Mercedes,2.140495868,217.2393822
Mercedes C Class 63 AMG Coupe Black Series - [2011],510,6800,457,5200,4.2,6208,6,378.8,186,299,298.2,2011,2010s,Mercedes,1.710261569,267.2105882
Mercedes CLS Class 63 AMG - [2006],507,6100,465,2650,4.4,6208,6,378.8,155,249,266.1,2006,2000s,Mercedes,1.90529876,244.056213
Mercedes CLK 63 AMG Black Series - [2007],500,6800,465,5250,4.1,6208,6,378.8,186,299,284,2007,2000s,Mercedes,1.76056338,264.12
Mercedes C Class 63 AMG Edition 507 - [2013],500,6800,450,5200,4.2,6208,6,378.8,174,280,289,2013,2010s,Mercedes,1.730103806,260.1
Mercedes C Class 63 AMG Edition 507 Estate - [2013],500,6800,450,5200,4.3,6208,6,378.8,174,280,278.5,2013,2010s,Mercedes,1.795332136,250.65
Mercedes C Class 63 AMG Edition 507 Coupe - [2013],500,6800,450,5200,4.2,6208,6,378.8,174,280,289,2013,2010s,Mercedes,1.730103806,260.1
Mercedes CLK 63 AMG - [2006],474,6800,465,5000,4.5,6208,6,378.8,155,249,270,2006,2000s,Mercedes,1.755555556,264.8734177
Mercedes C Class 63 AMG - [2007],451,6800,443,5000,4.4,6208,6,378.8,155,249,260.6,2007,2000s,Mercedes,1.730621642,255.9773836
Bentley S 2 Saloon - [1959],200,4500,332,2500,NA,6231,6,380.2,113,181,99.7,1959,1950s,Bentley,2.006018054,165.502
Bentley S 3 - [1962],197,4500,332,2500,NA,6231,6,380.2,109,175,93.4,1962,1960s,Bentley,2.109207709,157.4050761
Bentley T 6.2 V8 - [1965],188,4500,354,2500,NA,6231,6,380.2,114,183,89.5,1965,1960s,Bentley,2.100558659,168.5265957
SSC Aero SC 8T 6.3L - [2005],908,6600,771,5800,2.9,6257,6,381.8,249,400,735.8,2005,2000s,SSC,1.234030987,624.7817181
Ferrari LaFerrari 6.3L V12 - [2013],789,9000,516,6750,3,6262,6,382.1,227,365,628.6,2013,2010s,Ferrari,1.25517022,411.0996198
Ferrari F12 Berlinetta 6.3L V12 - [2012],730,8500,509,6000,3,6262,6,382.1,211,339,478.6,2012,2010s,Ferrari,1.525282073,333.7087671
Ferrari FF 6.3L V12 - [2011],650,8000,504,6000,3.5,6262,6,382.1,211,339,363.1,2011,2010s,Ferrari,1.790140457,281.5421538
Dodge Coronet Super Bee 6.3 V8 383 - [1968],340,5000,425,3400,NA,6277,6,383,126,202,210.9,1968,1960s,Dodge,1.612138454,263.625
Dodge Dart GTS Hardtop 6.3 V8 383 - [1967],284,4200,400,2400,NA,6277,6,383,108,173,191.2,1967,1960s,Dodge,1.485355649,269.2957746
Bristol 411 6.3 V8 - [1969],335,5200,425,3400,NA,6286,6,383.5,143,230,199.8,1969,1960s,Bristol,1.676676677,253.4776119
Jensen Interceptor Mk 2 6.3L V8 - [1969],330,4600,425,2800,NA,6286,6,383.5,137,220,197,1969,1960s,Jensen,1.675126904,253.7121212
Jensen CV8 FF 6.3L V8 - [1965],330,4600,425,2800,NA,6286,6,383.5,129,207,207,1965,1960s,Jensen,1.594202899,266.5909091
Jensen Interceptor FF 6.3L V8 - [1968],325,4600,425,2800,NA,6286,6,383.5,130,209,177.5,1968,1960s,Jensen,1.830985915,232.1153846
Plymouth Fury 384 - [1967],325,4800,425,2800,NA,6295,6,384.1,118,189,165.9,1967,1960s,Plymouth,1.959011453,216.9461538
Audi A8 6.3 W12 L - [2012],500,6200,461,4750,4.4,6299,6,384.3,155,249,243.3,2012,2010s,Audi,2.055076038,224.3226
Mercedes 600 W-100 - [1964],304,4100,434,3000,NA,6332,6,386.4,127,204,122.8,1964,1960s,Mercedes,2.475570033,175.3131579
Mercedes 600 Coupe W100 - [1965],247,4000,369,2800,NA,6332,6,386.4,127,204,100.8,1965,1960s,Mercedes,2.450396825,150.5878543
SSC Ultimate Aero TT - [2008],1183,6950,1094,6150,2.8,6348,6,387.3,273,439,946.4,2008,2000s,SSC,1.25,875.2
Pontiac GTO 6.4L V8 - [1966],365,5200,424,3600,NA,6362,6,388.2,120,193,226.2,1966,1960s,Pontiac,1.613616269,262.7638356
Pontiac GTO 6.4 V8 - [1964],325,4800,428,3200,NA,6362,6,388.2,122,196,210.7,1964,1960s,Pontiac,1.542477456,277.4756923
Pontiac Bonneville 6.4L V8 - [1960],300,4600,420,2800,NA,6371,6,388.7,113,181,151.4,1960,1960s,Pontiac,1.981505945,211.96
Ford Fairlane GTA 390 6.4 V8 - [1967],320,4800,427,3200,NA,6383,6,389.5,130,209,197.7,1967,1960s,Ford,1.618614062,263.8059375
Cadillac Eldorado Convertible 6.4L V8 3rd Gen - [1959],350,4800,435,3400,NA,6384,6,389.5,124,199,145.2,1959,1950s,Cadillac,2.41046832,180.4628571
Ford Mustang Mach 1 390 4 Speed - [1969],324,4600,427,3200,NA,6384,6,389.5,120,193,200,1969,1960s,Ford,1.62,263.5802469
Ford Thunderbird 390 Convertible 3rd Gen. - [1961],304,4600,427,2800,NA,6384,6,389.5,125,201,155.1,1961,1960s,Ford,1.96002579,217.8542763
Ford Thunderbird 390 Convertible 4th Gen. - [1964],304,4600,427,2800,NA,6384,6,389.5,124,199,145.4,1964,1960s,Ford,2.090784044,204.2296053
AMC AMX /3 6.4L V8 - [1969],340,5100,430,3600,NA,6386,6,389.6,160,257,242.5,1969,1960s,AMC,1.402061856,306.6911765
AMC AMX 6.4L V8 7030 - [1969],315,4600,425,3200,NA,6386,6,389.6,122,196,216.6,1969,1960s,AMC,1.454293629,292.2380952
Mercury Cyclone 6.4 V8 - [1966],335,4800,427,3200,NA,6399,6,390.4,115,185,205.5,1966,1960s,Mercury,1.630170316,261.9358209
Jeep Grand Cherokee 6.4 V8 SRT8 - [2012],470,6000,465,4300,NA,6410,6,391.1,155,249,201.1,2012,2010s,Jeep,2.337145699,198.9606383
Dodge Challenger SRT-8 6.4 V8 392 - [2010],470,6000,470,4200,4.2,6410,6,391.1,167,268,248.5,2010,2010s,Dodge,1.891348089,248.5
Chevrolet Camaro SS 396 Coupe 4 Speed Close 1st Gen - [1967],375,5600,415,3600,NA,6489,6,395.9,136,218,246.7,1967,1960s,Chevrolet,1.520064856,273.0146667
Chevrolet Chevy II Nova SS 396 V8 3spd Manual - [1969],355,5200,415,3400,NA,6489,6,395.9,130,209,233.5,1969,1960s,Chevrolet,1.520342612,272.9647887
Chevrolet Chevelle-Malibu SS 396 Sport Coupe 350hp 4speed 1st Gen - [1968],355,5200,415,3400,NA,6489,6,395.9,113,181,212.9,1968,1960s,Chevrolet,1.667449507,248.8830986
Lamborghini Reventon Roadster 6.5L V12 - [2009],661,8000,487,6000,3.3,6496,6,396.4,190,305,391.1,2009,2000s,Lamborghini,1.690104833,288.1478064
Lamborghini Reventon 6.5 V12 - [2007],641,8000,487,6000,3.4,6496,6,396.4,211,339,384.9,2007,2000s,Lamborghini,1.665367628,292.4279251
Lamborghini Murcielago LP640 6.5 V12 - [2006],631,8000,487,6000,3.5,6496,6,396.4,211,339,378.9,2006,2000s,Lamborghini,1.665347057,292.4315372
Lamborghini Veneno 6.5 V12 - [2013],740,8400,509,5500,2.8,6498,6,396.5,221,355,510.3,2013,2010s,Lamborghini,1.450127376,351.0036486
Lamborghini Veneno Roadster 6.5 V12 - [2013],740,8400,509,5500,2.9,6498,6,396.5,221,355,496.6,2013,2010s,Lamborghini,1.490132904,341.5802703
Lamborghini Aventador LP720-4 50th Anniversario - [2013],710,8250,509,5500,3,6498,6,396.5,217,349,450.7,2013,2010s,Lamborghini,1.575327269,323.1074648
Lamborghini Aventador LP700-4 - [2011],690,8250,509,5500,2.9,6498,6,396.5,217,349,438,2011,2010s,Lamborghini,1.575342466,323.1043478
Lamborghini Aventador LP700-4 Roadster - [2013],690,8250,509,5500,3,6498,6,396.5,217,349,424.6,2013,2010s,Lamborghini,1.625058879,313.2194203
Pontiac GTO The Judge 6.5L V8 - [1969],366,5100,445,3600,NA,6548,6,399.5,124,199,230.1,1969,1960s,Pontiac,1.590612777,279.7663934
Pontiac GTO 6.6 Litre V8 HO - [1967],360,5100,438,3600,NA,6554,6,399.9,120,193,223.1,1967,1960s,Pontiac,1.613626177,271.4383333
Pontiac Firebird 400 - [1967],325,4800,410,3400,NA,6554,6,399.9,120,193,215.2,1967,1960s,Pontiac,1.510223048,271.4830769
Pontiac Tempest GT-37 6.6 V8 - [1971],300,4800,400,3200,NA,6554,6,399.9,130,209,174.9,1971,1970s,Pontiac,1.715265866,233.2
Buick Riviera 6.6l V8 - [1966],360,4400,465,2800,NA,6555,6,400,128,205,187.5,1966,1960s,Buick,1.92,242.1875
Buick Riviera 6.6 V8 - [1962],325,4400,445,2800,NA,6555,6,400,123,197,170.9,1962,1960s,Buick,1.901696899,234.0015385
Pontiac Firebird 6.6L Trans Am - [1979],220,4000,319,2800,NA,6555,6,400,134,215,135.5,1979,1970s,Pontiac,1.623616236,196.475
Chevrolet Impala Custom Hardtop 6.6L V8 - [1972],170,3400,325,2000,NA,6586,6,401.9,105,168,86.2,1972,1970s,Chevrolet,1.972157773,164.7941176
Ford Thunderbird 400 6.6L V8 7th Gen - [1977],173,3800,326,1600,NA,6590,6,402.1,114,183,87.8,1977,1970s,Ford,1.970387244,165.449711
Rolls-Royce Wraith 6.6L V12 - [2013],623,5600,590,1500,4.4,6592,6,402.2,155,249,263.9,2013,2010s,Rolls-Royce,2.360742706,249.9213483
Rolls-Royce Ghost 6.6L V12 - [2009],563,5250,575,1500,4.7,6592,6,402.2,155,249,231.2,2009,2000s,Rolls-Royce,2.435121107,236.1278863
Rolls-Royce Phantom Series 2 - [2012],453,5350,531,3500,NA,6749,6,411.8,149,239,176.9,2012,2010s,Rolls-Royce,2.560768796,207.3596026
Rolls-Royce Phantom Series II Drop-Head Coupe - [2012],453,5350,531,3500,NA,6749,6,411.8,149,239,172.2,2012,2010s,Rolls-Royce,2.630662021,201.8503311
Rolls-Royce Phantom Coupe 6.7 V12 - [2008],453,5350,531,3500,NA,6749,6,411.8,155,249,174.9,2008,2000s,Rolls-Royce,2.590051458,205.0152318
Bentley Mulsanne 6.8 V8 Turbo - [1983],528,4600,450,2450,NA,6750,6,411.9,135,217,234.6,1983,1980s,Bentley,2.250639386,199.9431818
Bentley Mulsanne 6.8 V8 Twin Turbo - [2009],505,1750,752,1800,NA,6750,6,411.9,184,296,195.3,2009,2000s,Bentley,2.585765489,290.8229703
Rolls-Royce Phantom Saloon 4d - [2003],453,5350,531,3500,NA,6750,6,411.9,149,239,182.2,2003,2000s,Rolls-Royce,2.486278814,213.5721854
Bentley Continental T 6.8 V8 Turbo - [1998],420,4000,645,2100,NA,6750,6,411.9,168,270,171.4,1998,1990s,Bentley,2.450408401,263.2214286
Bentley Arnage R 6.8 V8 Turbo - [2002],400,4000,616,3250,NA,6750,6,411.9,155,249,154.7,2002,2000s,Bentley,2.585649644,238.238
Bentley Continental R 6.8 V8 Turbo - [2001],400,4100,616,2150,NA,6750,6,411.9,155,249,163.2,2001,2000s,Bentley,2.450980392,251.328
Bentley Mulsanne Turbo RT - [1998],398,4000,590,2100,NA,6750,6,411.9,155,249,162.4,1998,1990s,Bentley,2.450738916,240.7437186
Bentley Continental R 6.8 V8 Turbo - [1995],385,4000,553,2000,NA,6750,6,411.9,151,243,160.2,1995,1990s,Bentley,2.403245943,230.1054545
Bentley Mulsanne Turbo R - [1992],320,4200,455,2400,NA,6750,6,411.9,137,220,132.7,1992,1990s,Bentley,2.411454408,188.6828125
Bentley T 2 6.8 V8 - [1977],247,4500,398,2500,NA,6750,6,411.9,118,189,110.5,1977,1970s,Bentley,2.235294118,178.0526316
Bentley Brooklands 4d - [1993],221,4000,332,1500,NA,6750,6,411.9,128,205,92.6,1993,1990s,Bentley,2.386609071,139.1095023
Bentley Corniche 6.8 V8 - [1971],217,4500,391,2500,NA,6750,6,411.9,118,189,97.6,1971,1970s,Bentley,2.223360656,175.8599078
Bentley Corniche 6.8 V8 Convertible - [1971],217,4500,391,2500,NA,6750,6,411.9,118,189,93.4,1971,1970s,Bentley,2.323340471,168.2921659
Rolls-Royce Silver Spirit II 6.8 V8 - [1992],215,4200,325,1450,NA,6750,6,411.9,127,204,91.4,1992,1990s,Rolls-Royce,2.352297593,138.1627907
Bentley Brooklands 2d - [2007],530,4000,774,3250,NA,6761,6,412.5,184,296,199.6,2007,2000s,Bentley,2.655310621,291.4913208
Bentley Arnage T 6.8 V8 4d Auto - [2006],500,4200,737,3200,NA,6761,6,412.5,179,288,193.4,2006,2000s,Bentley,2.585315408,285.0716
Bentley Azure T 6.8 V8 - [2008],500,4200,738,3200,NA,6761,6,412.5,179,288,185.5,2008,2000s,Bentley,2.69541779,273.798
Bentley Azure Continental Coupe Le Mans Series - [2005],450,4100,645,3250,NA,6761,6,412.5,174,280,166.9,2005,2000s,Bentley,2.696225285,239.2233333
Bentley Arnage R 6.8 V8 Twin Turbo - [2006],450,4100,645,1800,NA,6761,6,412.5,168,270,174,2006,2000s,Bentley,2.586206897,249.4
Mercedes CLK GTR 6.9 V12 - [1998],612,6800,568,5250,3.7,6898,6,420.9,200,321,396.3,1998,1990s,Mercedes,1.544284633,367.8078431
Ford XL XL Fastback 427 - [1968],395,5600,460,3200,NA,6964,6,424.9,137,220,212.4,1968,1960s,Ford,1.859698682,247.3518987
Oldsmobile Toronado 7L V8 - [1966],385,4800,475,3200,NA,6970,6,425.3,130,209,181.7,1966,1960s,Oldsmobile,2.11887727,224.1753247
Oldsmobile Starfire 7.0 V8 - [1966],375,4800,470,3200,NA,6970,6,425.3,115,185,208.4,1966,1960s,Oldsmobile,1.799424184,261.1946667
Dodge Coronet Hardtop R/T 7.0L V8 426 - [1968],461,5000,490,4000,NA,6974,6,425.5,118,189,258.2,1968,1960s,Dodge,1.785437645,274.4425163
Dodge Charger 7.0L Daytona Hemi - [1969],425,5000,490,4000,NA,6974,6,425.5,130,209,223.6,1969,1960s,Dodge,1.900715564,257.7976471
Dodge Challenger R/T 426 7.0 V8 Hemi - [1970],425,3000,490,4000,NA,6974,6,425.5,117,188,256.7,1970,1970s,Dodge,1.655629139,295.96
Monteverdi Hai 450 GTS - [1973],390,5000,432,4000,4.5,6974,6,425.5,174,280,302.3,1973,1970s,Monteverdi,1.290109163,334.8553846
Monteverdi Hai 450 SS - [1970],390,5000,432,4000,4.5,6974,6,425.5,180,289,302.3,1970,1970s,Monteverdi,1.290109163,334.8553846
Plymouth Road Runner 426 Hemi V8 1st Gen - [1968],425,5000,490,4000,NA,6981,6,426,105,168,251.3,1968,1960s,Plymouth,1.69120573,289.7341176
Chevrolet Corvette C3 427 V8 Convertible - [1968],396,5400,460,3600,NA,6996,6,426.9,139,223,266.1,1968,1960s,Chevrolet,1.488162345,309.1060606
Ford Mustang Mach 1 428 Super Cobra Drag Pack 4 Speed - [1969],365,5400,440,3400,NA,6997,6,426.9,111,178,225.3,1969,1960s,Ford,1.620062139,271.5945205
Ford Thunderbird 428 Hard Top 5th Gen. - [1967],350,4600,462,2800,NA,6997,6,426.9,133,214,171.9,1967,1960s,Ford,2.036067481,226.908
Ford Torino 1st Gen Cobra Hardtop Ram Air - [1969],335,5200,445,3400,NA,6997,6,426.9,121,194,203.2,1969,1960s,Ford,1.648622047,269.9223881
Saleen S7 7.0 V8 - [2000],550,5900,525,4000,3.3,6998,6,427,240,386,441,2000,2000s,Saleen,1.247165533,420.9545455
Chevrolet Corvette C2 Stingray 427 425hp - [1966],425,6400,460,4000,NA,6999,6,427.1,141,226,290.4,1966,1960s,Chevrolet,1.463498623,314.3152941
Iso Grifo 7 Litre - [1968],395,5200,460,3600,NA,6999,6,427.1,171,275,280.1,1968,1960s,Iso,1.410210639,326.1924051
Chevrolet Impala SS 427 - [1967],385,5200,460,3400,NA,6999,6,427.1,130,209,221.2,1967,1960s,Chevrolet,1.740506329,264.2909091
AC Cobra 427 - [1966],410,6000,482,3700,4.2,7000,7,427.1,165,265,357.4,1966,1960s,AC,1.147174035,420.1629268
AC 428 Coupe 7.0L V8 - [1967],345,4600,462,2800,NA,7010,7,427.7,145,233,232.6,1967,1960s,AC,1.483233018,311.4817391
Ford Mustang 428 Cobra Jet 7.0 V8 - [1968],335,5400,440,3400,NA,7010,7,427.7,127,204,227.1,1968,1960s,Ford,1.475121092,298.280597
Chevrolet Corvette Z06 - [2006],505,6300,470,4800,3.7,7011,7,427.8,198,318,355.6,2006,2000s,Chevrolet,1.420134983,330.9544554
Cadillac Eldorado 7.0l V8 Hardtop Coupe - [1967],345,4600,480,3000,NA,7025,7,428.6,122,196,159.7,1967,1960s,Cadillac,2.160300564,222.1913043
Ford Mustang Boss 429 - [1969],380,5200,490,3400,NA,7033,7,429.1,115,185,237.5,1969,1960s,Ford,1.6,306.25
Ford Torino 2nd Gen Cobra SportsRoof Boss - [1970],375,5200,490,3400,NA,7033,7,429.1,114,183,209.7,1970,1970s,Ford,1.788268956,274.008
Ford Falcon 4th Gen 429 Cobra Jet V-8 4-speed - [1970],370,5400,450,3400,NA,7033,7,429.1,133,214,217,1970,1970s,Ford,1.705069124,263.9189189
Ford Torino 2nd Gen GT 429 4V Cobra Jet V-8 4-speed - [1970],370,540,450,3400,NA,7033,7,429.1,134,215,207,1970,1970s,Ford,1.787439614,251.7567568
Mercury Marauder X-100 - [1969],360,4600,480,2800,NA,7035,7,429.3,124,199,180.8,1969,1960s,Mercury,1.991150442,241.0666667
Lincoln Continental 7.0L V8 - [1962],300,4100,465,2000,NA,7043,7,429.7,117,188,128.8,1962,1960s,Lincoln,2.329192547,199.64
Dodge Challenger R/T 440 7.2 V8 - [1970],390,4700,490,3200,NA,7206,7,439.7,109,175,234.2,1970,1970s,Dodge,1.665243382,294.2512821
Plymouth Barracuda 440 - [1970],390,4700,490,3200,NA,7206,7,439.7,118,189,244.2,1970,1970s,Plymouth,1.597051597,306.8153846
Jensen SP Automatic 7.2 V8 - [1971],385,4700,410,3600,NA,7206,7,439.7,143,230,215.9,1971,1970s,Jensen,1.783232978,229.9194805
Dodge Coronet Hardtop R/T 7.2L V8 440 - [1968],380,4600,480,3200,NA,7206,7,439.7,109,175,220.1,1968,1960s,Dodge,1.72648796,278.0210526
Dodge Charger 7.2L Daytona - [1969],375,4600,380,3200,NA,7206,7,439.7,121,194,203.2,1969,1960s,Dodge,1.845472441,205.9093333
Monteverdi High Speed 375 L 7.2 V8 - [1967],375,4600,481,2800,NA,7206,7,439.7,152,244,227.9,1967,1960s,Monteverdi,1.645458534,292.3197333
Plymouth Road Runner 440 V8 1st Gen - [1969],290,4800,380,3200,NA,7206,7,439.7,103,165,171.4,1969,1960s,Plymouth,1.691948658,224.5931034
Dodge Charger SE Hardtop 7.2L TorqueFlite - [1972],284,280,375,3200,NA,7206,7,439.7,131,210,165.8,1972,1970s,Dodge,1.712907117,218.9260563
Jensen Interceptor Mk 3 S4 - [1972],284,4800,380,3200,NA,7206,7,439.7,140,225,156.5,1972,1970s,Jensen,1.814696486,209.4014085
Jensen Interceptor Coupe 7.2 V8 - [1975],215,5200,330,3200,NA,7206,7,439.7,130,209,109.1,1975,1970s,Jensen,1.970669111,167.455814
Pagani Zonda Cinque 7.3L - [2008],678,6400,575,4000,3.3,7291,7,444.9,217,349,560.3,2008,2000s,Pagani,1.210066036,475.1806785
Pagani Zonda F - [2005],594,6150,575,4000,3.6,7291,7,444.9,214,344,482.9,2005,2000s,Pagani,1.230068337,467.4537037
Pagani Zonda Roadster - [2003],555,5900,553,4050,3.8,7291,7,444.9,200,321,433.5,2003,2000s,Pagani,1.280276817,431.9378378
Pagani Zonda C12 S 7.3 - [2002],547,5900,553,4050,3.7,7291,7,444.9,220,354,437.6,2002,2000s,Pagani,1.25,442.4
Mercedes SL Class 73 AMG V12 R129 - [1999],517,5500,553,4000,NA,7291,7,444.9,155,249,252.1,1999,1990s,Mercedes,2.050773503,269.654352
Aston-Martin One77 7.3L V12 - [2011],750,7800,553,5500,3.6,7312,7,446.2,220,354,460.1,2011,2010s,Aston-Martin,1.630080417,339.2470667
Chevrolet Corvette C3 Stingray 454 (7.4 V8) - [1972],270,4000,390,3200,NA,7440,7,454,107,172,173.2,1972,1970s,Chevrolet,1.558891455,250.1777778
Iso Grifo Can-Am 7.4 V8 - [1970],390,4800,500,3400,4.7,7443,7,454.2,180,289,242.2,1970,1970s,Iso,1.610239472,310.5128205
Chevrolet Chevelle-Malibu SS 454 Coupe 4 Speed 2nd Gen - [1973],248,4000,375,2800,NA,7443,7,454.2,116,186,138.8,1973,1970s,Chevrolet,1.786743516,209.8790323
